iter	RMSE
179	285.1358186
180	284.28676
181	283.2712567
182	282.2458124
183	281.359821
184	280.4847753
185	279.6051834
186	278.7178721
187	277.7412202
188	277.0530402
189	276.0259315
190	275.2831935
191	274.3935491
192	273.6472584
193	272.7739633
194	271.9572199
195	271.0842898
196	270.3951759
197	269.7025786
198	268.8995781
199	268.1457841
200	267.4120285
201	266.7140931
202	265.9004709
203	265.1858419
204	264.4627088
205	263.4877559
206	262.7908756
207	262.1193395
208	261.4624911
209	260.7968467
210	260.0429707
211	259.250261
212	258.6244665
213	258.0701667
214	257.2816624
215	256.6773462
216	256.0078825
217	255.3173268
218	254.696403
219	253.9792051
220	253.3613012
221	252.7359288
222	252.0868867
223	251.2772308
224	250.7082224
225	250.0401484
226	249.4986229
227	248.7962241
228	248.1727003
229	247.5452381
230	246.972093
231	246.4196642
232	245.7511326
233	245.2089521
234	244.6219363
235	244.0429435
236	243.4204181
237	242.9489619
238	242.2986105
239	241.7043219
240	241.268605
241	240.5687782
242	240.0787472
243	239.4922712
244	239.0156431
245	238.5079074
246	237.8783381
247	237.1627389
248	236.6710743
249	236.1779264
250	235.6624813
251	235.1607019
252	234.7536977
253	234.3542103
254	233.9947808
255	233.5376293
256	232.9901229
257	232.4909441
258	232.0989397
259	231.6125656
260	231.151248
261	230.4933871
262	230.1114701
263	229.5824259
264	229.1800666
265	228.7132492
266	228.3173235
267	227.9184036
268	227.5500744
269	227.0820277
270	226.6897763
271	226.2368695
272	225.7443582
273	225.2927016
274	225.0216684
275	224.6090719
276	224.0563857
277	223.5819581
278	223.2146712
279	222.7444109
280	222.2828405
281	221.7527789
282	221.3505078
283	220.9685673
284	220.5861572
285	220.3131824
286	219.8630352
287	219.3998933
288	218.8867779
289	218.4535045
290	218.0218241
291	217.6529143
292	217.3315127
293	217.0716824
294	216.7403774
295	216.4439844
296	216.1212016
297	215.7765439
298	215.4379847
299	215.2441096
300	214.8178308
301	214.3594054
302	213.9837521
303	213.5815615
304	213.1275425
305	212.7594553
306	212.3915267
307	212.0575743
308	211.7283781
309	211.3653296
310	211.0754948
311	210.7692173
312	210.4958609
313	210.2785714
314	210.048218
315	209.8293748
316	209.4064946
317	209.175969
318	208.9748791
319	208.6730881
320	208.4202514
321	208.1581886
322	207.8722262
323	207.5472016
324	207.3167656
325	207.0563478
326	206.7492485
327	206.3917468
328	206.0810691
329	205.7708021
330	205.5159905
331	205.354871
332	205.112794
333	204.8519563
334	204.6252144
335	204.3881138
336	204.0970298
337	203.9120422
338	203.6424054
339	203.3125625
340	202.94827
341	202.7514573
342	202.3989022
343	202.0873011
344	201.8813355
345	201.5390866
346	201.1615456
347	201.0484893
348	200.8757512
349	200.5523769
350	200.4271026
351	200.0618474
352	199.8313447
353	199.7150723
354	199.5256467
355	199.3675234
356	199.2346352
357	199.0490167
358	198.6261956
359	198.3940195
360	198.097757
361	197.9667592
362	197.735641
363	197.2933896
364	197.1088698
365	196.8305337
366	196.7246828
367	196.6314284
368	196.4603386
369	196.1806967
370	195.9471445
371	195.6374831
372	195.1876725
373	194.996363
374	194.7970882
375	194.6911271
376	194.4903555
377	194.2618428
378	194.0195176
379	193.8953363
380	193.7075311
381	193.4959215
382	193.4020019
383	193.178864
384	193.0073457
385	192.7889024
386	192.6679407
387	192.4255515
388	192.1061741
389	191.9628993
390	191.5333821
391	191.2774994
392	191.0686161
393	190.9327832
394	190.8256913
395	190.7210259
396	190.6183302
397	190.4305492
398	190.2332504
399	189.9641228
400	189.7496065
401	189.5290805
402	189.4215411
403	189.2830937
404	189.0704823
405	188.8912924
406	188.7001426
407	188.5276516
408	188.4660107
409	188.3441178
410	188.2359594
411	188.0650558
412	187.9555666
413	187.7628163
414	187.610097
415	187.5343206
416	187.4152241
417	187.1842943
418	187.0973088
419	186.9464759
420	186.8449563
421	186.6829092
422	186.5501436
423	186.4733629
424	186.4072578
425	186.0318484
426	185.8790097
427	185.7790346
428	185.6060265
429	185.3993674
430	185.1520198
431	185.0294072
432	184.8600192
433	184.7688046
434	184.5945105
435	184.3536643
436	184.202499
437	184.099388
438	184.0164917
439	183.5989292
440	183.4559755
441	183.3480439
442	183.2267452
443	183.1163066
444	182.8631101
445	182.7906598
446	182.6794647
447	182.5971049
448	182.4990347
449	182.3929302
450	182.15029
451	181.8657073
452	181.6903629
453	181.5129408
454	181.3911965
455	181.2848003
456	181.1077104
457	181.0162302
458	180.7990257
459	180.6950695
460	180.3569459
461	180.2814587
462	180.0415405
463	179.9816293
464	179.6629018
465	179.3349864
466	179.1465711
467	179.0041889
468	178.7754411
469	178.5636852
470	178.5122356
471	178.3840772
472	178.3362831
473	178.2791895
474	178.1662548
475	177.9881431
476	177.8262954
477	177.6778499
478	177.6044267
479	177.533452
480	177.4741751
481	177.1547513
482	177.125963
483	177.0334073
484	176.8734772
485	176.841884
486	176.7351253
487	176.5763497
488	176.5013459
489	176.331719
490	176.257654
491	176.2032418
492	176.1087304
493	176.0991408
494	176.0890257
495	176.0381672
496	175.9825929
497	175.7639407
498	175.7108325
499	175.5881743
500	175.4266841
501	175.3831414
502	175.3464408
503	175.2484281
504	175.115732
505	175.0613389
506	174.9813538
507	174.9074391
508	174.7403535
509	174.433585
510	174.3531218
511	174.2752935
512	174.1057251
513	174.0361892
514	173.9408944
515	173.7006471
516	173.630336
517	173.4081123
518	173.1531982
519	173.1094803
520	173.0343526
521	172.8624467
522	172.7831157
523	172.6525624
524	172.5089478
525	172.4133798
526	172.1238043
527	171.932329
528	171.7864086
529	171.762815
530	171.6856594
531	171.6218489
532	171.5628249
533	171.4540156
534	171.3855976
535	171.3473809
536	171.1825999
537	171.0964552
538	170.9865226
539	170.7242386
540	170.6026082
541	170.5654436
542	170.4074297
543	170.1175433
544	170.0999888
545	169.9473855
546	169.9276151
547	169.8430947
548	169.7143986
549	169.5223872
550	169.4891194
551	169.3200031
552	169.2238068
553	169.0792036
554	169.006376
555	168.9616843
556	168.8839954
557	168.799965
558	168.7094419
559	168.6318582
560	168.5888505
561	168.5728297
562	168.5188704
563	168.4830793
564	168.3891907
565	168.1891114
566	168.1211387
567	167.9951529
568	167.6360426
569	167.5950399
570	167.5176388
571	167.4674899
572	167.3846363
573	167.3696959
574	167.2572817
575	167.0323457
576	166.7919378
577	166.7527683
578	166.6100708
579	166.5687776
580	166.4860257
581	166.3874256
582	166.1902176
583	166.1202964
584	165.9633043
585	165.8858843
586	165.8605761
587	165.8156007
588	165.763524
589	165.7081995
590	165.6541456
591	165.5970326
592	165.5638177
593	165.5159091
594	165.4669412
595	165.3289808
596	165.2134104
597	165.1167044
598	164.9560001
599	164.7736106
600	164.7538942
601	164.6473874
602	164.5909848
603	164.575018
604	164.5013858
605	164.482503
606	164.4463591
607	164.3381928
608	164.2086724
609	164.1678109
610	164.0892573
611	163.7978862
612	163.6364746
613	163.5651658
614	163.5630212
615	163.5187138
616	163.4900611
617	163.4651712
618	163.4533216
619	163.1701269
620	163.0525088
621	162.9190659
622	162.8449474
623	162.8057758
624	162.7207441
625	162.6782309
626	162.6239586
627	162.5557908
628	162.5326516
629	162.4981755
630	162.4326356
631	162.3961129
632	162.3794062
633	162.3388391
634	162.3140492
635	162.2934716
636	162.2552348
637	162.2180328
638	162.1287016
639	162.0209097
640	161.9585854
641	161.9223409
642	161.8048181
643	161.7863259
644	161.7684652
645	161.7307587
646	161.6982714
647	161.6602313
648	161.4561892
649	161.4423716
650	161.3365754
651	161.2242046
652	161.2138957
653	161.194908
654	161.1288847
655	161.0533035
656	160.9848437
657	160.832419
658	160.7245346
659	160.6531013
660	160.4540097
661	160.407483
662	160.3111585
663	160.2779459
664	160.2345682
665	160.2199005
666	160.1559413
667	160.1216208
668	160.0941667
669	160.0716293
670	159.9473752
671	159.8600258
672	159.8389252
673	159.7752034
674	159.7031321
675	159.4710469
676	159.1931632
677	159.1442999
678	159.0132023
679	158.9870138
680	158.8716617
681	158.8089052
682	158.7665892
683	158.6278666
684	158.6024384
685	158.5494178
686	158.5081666
687	158.4945271
688	158.4279352
689	158.4079103
690	158.3759617
691	158.2944899
692	158.2493593
693	158.2343571
694	158.1942597
695	158.1373376
696	158.1036964
697	157.972007
698	157.9252455
699	157.7701426
700	157.7282297
701	157.7112164
702	157.5629387
703	157.5388071
704	157.5253377
705	157.4918719
706	157.4599469
707	157.4278598
708	157.3818916
709	157.3738724
710	157.3633314
711	157.3524038
712	157.2904373
713	157.209104
714	157.1682194
715	157.1575927
716	157.1329347
717	156.9384791
718	156.890498
719	156.827426
720	156.8166707
721	156.732518
722	156.6756104
723	156.6487817
724	156.6460043
725	156.5991444
726	156.5725697
727	156.5556943
728	156.5477974
729	156.5182787
730	156.4641022
731	156.4571014
732	156.4119124
733	156.2957865
734	156.2631811
735	156.2390502
736	156.1484788
737	156.116232
738	156.0924791
739	155.9240845
740	155.7900129
741	155.7632055
742	155.5010461
743	155.3975785
744	155.3953105
745	155.3459885
746	155.1481916
747	155.119535
748	155.0603743
749	155.0119515
750	154.9428941
751	154.8849285
752	154.8712062
753	154.8247528
754	154.8024043
755	154.7401651
756	154.6295783
757	154.6203308
758	154.5615967
759	154.5067918
760	154.4784333
761	154.4575886
762	154.4465592
763	154.422047
764	154.3435693
765	154.3270894
766	154.2894794
767	154.2580509
768	154.1836332
769	154.1422999
770	154.1095288
771	154.0889421
772	154.056128
773	153.9756218
774	153.8497958
775	153.7780394
776	153.7682405
777	153.7556954
778	153.731504
779	153.63425
780	153.611029
781	153.5931753
782	153.4908811
783	153.4027594
784	153.3832563
785	153.3591374
786	153.3044361
787	153.2367178
788	153.2147097
789	153.2127507
790	153.0896104
791	153.080337
792	153.0738392
793	153.0516715
794	153.0335805
795	152.8575948
796	152.840656
797	152.7701614
798	152.7243906
799	152.7170645
800	152.6926258
801	152.6619449
802	152.4956516
803	152.4739292
804	152.3945625
805	152.338004
806	152.3292982
807	152.3239128
808	152.2675681
809	152.254191
810	152.1935285
811	152.0921293
812	152.0496644
813	152.0065896
814	151.8963548
815	151.8104803
816	151.7751164
817	151.4539142
818	151.3889843
819	151.3475428
820	151.332327
821	151.3107318
822	151.0854802
823	151.0530323
824	150.9609911
825	150.925953
826	150.9158884
827	150.8597524
828	150.8418452
829	150.7840531
830	150.7575523
831	150.6956875
832	150.6602135
833	150.6091045
834	150.5696338
835	150.5467973
836	150.5344501
837	150.4959246
838	150.4551025
839	150.3990301
840	150.3599734
841	150.3133748
842	150.3132152
843	150.1805502
844	150.1795854
845	150.1557308
846	149.9678682
847	149.9475451
848	149.933418
849	149.853471
850	149.8260802
851	149.7670975
852	149.6699426
853	149.6157369
854	149.6084897
855	149.6072789
856	149.6010238
857	149.5996166
858	149.5893186
859	149.5574779
860	149.541688
861	149.5336584
862	149.5269878
863	149.5217442
864	149.5211791
865	149.5066051
866	149.4864737
867	149.2094163
868	149.2086415
869	149.0846074
870	148.9319213
871	148.7397688
872	148.736804
873	148.7359158
874	148.7356313
875	148.6926563
876	148.6726292
877	148.6676259
878	148.6674103
879	148.664146
880	148.5932745
881	148.55351
882	148.5526298
883	148.5298772
884	148.5069559
885	148.5004199
886	148.4024342
887	148.4015751
888	148.3661953
889	148.3130031
890	148.3089637
891	148.3034574
892	148.2950438
893	148.2751638
894	148.2554827
895	148.255413
896	148.2547523
897	148.1917309
898	148.1583446
899	148.1577267
900	148.1554021
901	148.1211486
902	148.1004617
903	148.0910475
904	148.0577928
905	147.9020724
906	147.9013373
907	147.8063542
908	147.8045006
909	147.6777176
910	147.6769076
911	147.672855
912	147.5877731
913	147.5807942
914	147.5723254
915	147.5461775
916	147.483572
917	147.4345966
918	147.4345416
919	147.4337615
920	147.40946
921	147.2284286
922	147.2136664
923	147.2131403
924	147.1327063
925	147.1324673
926	147.1308367
927	147.130667
928	147.1053734
929	147.0800267
930	147.0647687
931	146.9834819
932	146.9820109
933	146.9813061
934	146.9799337
935	146.9576724
936	146.7595467
937	146.7587989
938	146.7586629
939	146.7586355
940	146.6272908
941	146.555977
942	146.4801705
943	146.2123357
944	146.2116149
945	146.2066041
946	146.2018521
947	146.1758262
948	146.1391275
949	145.9253908
950	145.9242482
951	145.9240032
952	145.8085945
953	145.7858825
954	145.685024
955	145.6594245
956	145.6571267
957	145.5769535
958	145.494582
959	145.4895244
960	145.4831889
961	145.4179575
962	145.413025
963	145.4070144
964	145.403355
965	145.3860336
966	145.3714853
967	145.2907568
968	145.2897021
969	145.2559171
970	145.2558986
971	145.2411434
972	145.240467
973	145.233502
974	145.1009795
975	144.958756
976	144.9581175
977	144.7598924
978	144.7453483
979	144.7436879
980	144.5095099
981	144.509122
982	144.4934466
983	144.4806079
984	144.443462
985	144.241573
986	144.0249755
987	144.0198757
988	143.9442439
989	143.89341
990	143.8898836
991	143.8861828
992	143.854859
993	143.8543804
994	143.7047592
995	143.703617
996	143.5481356
997	143.5253547
998	143.3959738
999	143.3765505
1000	143.2838872
1001	143.2660751
1002	143.2598009
1003	143.25862
1004	143.2007909
1005	143.1955683
1006	143.1937191
1007	143.1900702
1008	143.1864474
1009	143.1451586
1010	143.0599082
1011	143.0427611
1012	143.039253
1013	143.0276699
1014	143.0220997
1015	143.0027287
1016	142.7470399
1017	142.4928303
1018	142.2123686
1019	142.209802
1020	142.2097907
1021	142.2044497
1022	142.2041674
1023	142.2013217
1024	141.8855163
1025	141.6631485
1026	141.6456314
1027	141.6432588
1028	141.6407326
1029	141.5708746
1030	141.5696206
1031	141.5688686
1032	141.549507
1033	141.4394702
1034	141.1818222
1035	141.1384084
1036	140.8300418
1037	140.8104927
1038	140.7846758
1039	140.7550939
1040	140.657548
1041	140.6573315
1042	140.6285671
1043	140.6265701
1044	140.6069254
1045	140.6064968
1046	140.6013825
1047	140.5324278
1048	140.5291519
1049	140.5258673
1050	140.5195419
1051	140.5151118
1052	140.5092006
1053	140.5053014
1054	140.5050853
1055	140.2151469
1056	140.156771
1057	140.1420926
1058	140.0705951
1059	140.0558627
1060	140.052655
1061	140.0477185
1062	140.0449152
1063	139.9123236
1064	139.8880686
1065	139.8838218
1066	139.793851
1067	139.7033748
1068	139.5619168
1069	139.5519704
1070	139.4777472
1071	139.4357016
1072	139.3422959
1073	139.3418693
1074	139.3404324
1075	139.3280959
1076	139.3249498
1077	139.3245297
1078	139.3006615
1079	139.2797125
1080	139.278744
1081	139.0556577
1082	139.0548666
1083	138.9932704
1084	138.9842129
1085	138.9495255
1086	138.9258771
1087	138.9036664
1088	138.8045205
1089	138.8042385
1090	138.8002782
1091	138.6841552
1092	138.3701764
1093	138.3677257
1094	138.3676101
1095	138.3363468
1096	138.3080959
1097	138.2743768
1098	138.2739786
1099	138.2680175
1100	137.9896233
1101	137.9849996
1102	137.7052958
1103	137.5560468
1104	137.4717536
1105	137.4672599
1106	137.4630604
1107	137.456962
1108	137.4270474
1109	137.4174424
1110	137.4156581
1111	137.3697136
1112	137.3408199
1113	137.3378613
1114	137.0850693
1115	137.0714155
1116	136.8576308
1117	136.8533048
1118	136.8480595
1119	136.6990766
1120	136.6990541
1121	136.6947734
1122	136.6140212
1123	136.5850301
1124	136.2778334
1125	136.27391
1126	136.237633
1127	136.2374038
1128	136.2331802
1129	136.1185765
1130	135.9708512
1131	135.8558295
1132	135.8193293
1133	135.7337529
1134	135.7048604
1135	135.5462483
1136	135.5066345
1137	135.4891984
1138	135.486565
1139	135.4470122
1140	135.4451864
1141	135.4421341
1142	135.4022707
1143	135.384019
1144	135.3305541
1145	135.3214121
1146	135.2913281
1147	135.2740507
1148	135.2579574
1149	135.2553211
1150	135.1591707
1151	135.1591191
1152	135.1510275
1153	135.1090854
1154	135.102562
1155	134.9212634
1156	134.917054
1157	134.9034225
1158	134.8731181
1159	134.8721124
1160	134.8169253
1161	134.7765877
1162	134.7693635
1163	134.7278456
1164	134.6481959
1165	134.6376709
1166	134.6364659
1167	134.5738314
1168	134.5414233
1169	134.4330559
1170	134.4128898
1171	134.2720484
1172	134.2679862
1173	134.2626139
1174	134.2319801
1175	134.1330576
1176	134.128703
1177	134.1250155
1178	133.9616331
1179	133.9576849
1180	133.9523322
1181	133.9520126
1182	133.9494087
1183	133.9360833
1184	133.8835875
1185	133.8832944
1186	133.6721766
1187	133.643395
1188	133.6208815
1189	133.6191413
1190	133.6149034
1191	133.5838553
1192	133.5518733
1193	133.5495626
1194	133.5449042
1195	133.4762868
1196	133.2537201
1197	133.1270186
1198	132.9326
1199	132.8706958
1200	132.8671263
1201	132.8493167
1202	132.8104681
1203	132.7480225
1204	132.6115425
1205	132.5822441
1206	132.3250884
1207	132.3081725
1208	132.135436
1209	132.1253231
1210	132.1207625
1211	131.8841717
1212	131.8453062
1213	131.80824
1214	131.8041355
1215	131.7883799
1216	131.7861619
1217	131.7204435
1218	131.5268336
1219	131.4013694
1220	131.3814608
1221	131.3429381
1222	131.3192799
1223	131.1471335
1224	131.1412736
1225	131.12187
1226	131.0883137
1227	131.0701078
1228	131.0518782
1229	131.049702
1230	131.0254447
1231	131.0198368
1232	130.9800545
1233	130.975575
1234	130.9730324
1235	130.9005245
1236	130.8776151
1237	130.863572
1238	130.8609766
1239	130.7005708
1240	130.4948013
1241	130.4222676
1242	130.4081511
1243	130.405366
1244	130.3733513
1245	130.3715914
1246	130.1706406
1247	130.1607615
1248	129.9994463
1249	129.9945698
1250	129.9759969
1251	129.9249914
1252	129.7495097
1253	129.6578209
1254	129.6189058
1255	129.5868829
1256	129.5827982
1257	129.4863319
1258	129.339861
1259	129.2739529
1260	129.2599856
1261	129.2567134
1262	129.2451075
1263	129.2160874
1264	129.1877334
1265	129.1827421
1266	129.1802619
1267	129.1284757
1268	129.0638536
1269	129.0465173
1270	129.0422255
1271	129.0205171
1272	128.9799566
1273	128.9567145
1274	128.9277712
1275	128.9027951
1276	128.8580316
1277	128.6547065
1278	128.6418221
1279	128.6403263
1280	128.5248599
1281	128.5209457
1282	128.443802
1283	128.2873004
1284	128.1585052
1285	128.1555511
1286	127.9571808
1287	127.9470499
1288	127.8918279
1289	127.8291642
1290	127.8233494
1291	127.6839506
1292	127.5705865
1293	127.5097782
1294	127.4905005
1295	127.4876111
1296	127.4800091
1297	127.4527118
1298	127.4075197
1299	127.3961747
1300	127.3699873
1301	127.3665411
1302	127.3620508
1303	127.35785
1304	127.2516711
1305	127.2253512
1306	127.193147
1307	127.1673746
1308	127.1646382
1309	127.125573
1310	127.1112094
1311	127.1099243
1312	127.1059689
1313	127.011746
1314	127.0047191
1315	126.9901471
1316	126.9825327
1317	126.7870216
1318	126.7495707
1319	126.743573
1320	126.6481401
1321	126.6169274
1322	126.5943923
1323	126.567625
1324	126.5590092
1325	126.5564821
1326	126.5540068
1327	126.3528313
1328	126.292858
1329	126.2891455
1330	126.2424148
1331	126.2378187
1332	126.2131321
1333	126.0716419
1334	126.0605543
1335	125.9423333
1336	125.9124207
1337	125.9045861
1338	125.7898528
1339	125.6918181
1340	125.5839646
1341	125.461522
1342	125.4561377
1343	125.3383495
1344	125.3317863
1345	125.3042442
1346	125.1153629
1347	125.0042197
1348	125.0002578
1349	124.9718277
1350	124.9663836
1351	124.9576226
1352	124.950879
1353	124.9401074
1354	124.9364813
1355	124.9200722
1356	124.8931456
1357	124.8879346
1358	124.877683
1359	124.8764096
1360	124.8268712
1361	124.7828799
1362	124.7794254
1363	124.7684908
1364	124.7107168
1365	124.6851326
1366	124.6813201
1367	124.6599627
1368	124.6544976
1369	124.5186501
1370	124.4917379
1371	124.3855588
1372	124.3291985
1373	124.2323613
1374	124.2246253
1375	124.2099521
1376	124.1078549
1377	124.1053604
1378	123.9767579
1379	123.7807656
1380	123.7513559
1381	123.7475485
1382	123.6048308
1383	123.5994867
1384	123.5953415
1385	123.4566186
1386	123.4531963
1387	123.2917463
1388	123.2603818
1389	123.2552025
1390	123.1558269
1391	123.0165188
1392	122.9226381
1393	122.7701417
1394	122.7675084
1395	122.5738078
1396	122.5559288
1397	122.5509169
1398	122.5387345
1399	122.4369625
1400	122.4221047
1401	122.3566357
1402	122.353871
1403	122.3495039
1404	122.3460983
1405	122.3063023
1406	122.2339908
1407	122.0742501
1408	122.0283381
1409	121.9549899
1410	121.9273803
1411	121.8439121
1412	121.8279116
1413	121.7989761
1414	121.7655995
1415	121.7417692
1416	121.7015999
1417	121.6660998
1418	121.6635029
1419	121.4796124
1420	121.4761475
1421	121.462523
1422	121.4289719
1423	121.3637808
1424	121.3534733
1425	121.3216542
1426	121.3182532
1427	121.2341643
1428	121.2147438
1429	121.1769892
1430	121.0949158
1431	121.0785717
1432	121.0755341
1433	121.0662796
1434	121.0581505
1435	121.0455801
1436	121.0279228
1437	120.9196386
1438	120.8940252
1439	120.804118
1440	120.7569517
1441	120.7481427
1442	120.7331101
1443	120.7218831
1444	120.6369647
1445	120.6347781
1446	120.5840188
1447	120.5050283
1448	120.5028632
1449	120.4760195
1450	120.4040826
1451	120.3942797
1452	120.3696652
1453	120.365779
1454	120.3495367
1455	120.327581
1456	120.3009153
1457	120.1313311
1458	120.1280931
1459	120.12526
1460	120.1204886
1461	119.9441194
1462	119.940872
1463	119.8245995
1464	119.6645448
1465	119.6615776
1466	119.5513667
1467	119.5201957
1468	119.4945637
1469	119.3312298
1470	119.3300163
1471	119.2000086
1472	119.1829862
1473	119.0471778
1474	118.9052967
1475	118.9012424
1476	118.8262245
1477	118.6859368
1478	118.6631296
1479	118.6183063
1480	118.5932574
1481	118.5757975
1482	118.5531227
1483	118.5505044
1484	118.5472455
1485	118.4137722
1486	118.4058642
1487	118.402044
1488	118.3991618
1489	118.3525544
1490	118.2395507
1491	118.2367563
1492	118.1879982
1493	118.1409921
1494	118.1063455
1495	118.0887738
1496	118.074131
1497	118.0535353
1498	117.9311551
1499	117.8142681
1500	117.8097987
1501	117.7639181
1502	117.7325207
1503	117.6142062
1504	117.3967326
1505	117.381022
1506	117.3722966
1507	117.2543691
1508	117.2397397
1509	117.2109713
1510	117.0096347
1511	117.0068043
1512	116.9919262
1513	116.9833101
1514	116.9810049
1515	116.9513591
1516	116.9449119
1517	116.9219169
1518	116.8740455
1519	116.8706705
1520	116.8633013
1521	116.7817219
1522	116.7785581
1523	116.7160619
1524	116.6943776
1525	116.5791171
1526	116.5002897
1527	116.408105
1528	116.2891122
1529	116.2720751
1530	116.2607491
1531	116.2188403
1532	116.2122565
1533	116.0402093
1534	115.9196627
1535	115.8965295
1536	115.8850438
1537	115.8659242
1538	115.8307568
1539	115.7704302
1540	115.7437069
1541	115.7402422
1542	115.7007694
1543	115.6197318
1544	115.5885164
1545	115.4035195
1546	115.4001636
1547	115.3840257
1548	115.22892
1549	115.1858207
1550	115.157343
1551	115.1448201
1552	115.1018942
1553	115.1001912
1554	114.9452553
1555	114.8086735
1556	114.7508396
1557	114.7230276
1558	114.716783
1559	114.6987278
1560	114.6785555
1561	114.6199416
1562	114.5038862
1563	114.4124005
1564	114.40082
1565	114.2841127
1566	114.2035395
1567	114.0406047
1568	114.0328752
1569	113.9019205
1570	113.8864062
1571	113.7630743
1572	113.6602606
1573	113.597379
1574	113.5378986
1575	113.3438836
1576	113.324949
1577	113.2539367
1578	113.2406088
1579	113.2192506
1580	113.174039
1581	113.168151
1582	113.1657124
1583	113.1446018
1584	113.1409347
1585	113.139445
1586	113.1296714
1587	113.0881626
1588	113.0704315
1589	113.0258306
1590	112.9584181
1591	112.830744
1592	112.7622115
1593	112.7561915
1594	112.5661322
1595	112.5477458
1596	112.4771262
1597	112.4066747
1598	112.3574609
1599	112.2759525
