iter	Logloss
141	0.3916568313
142	0.3912871561
143	0.390861053
144	0.3905237498
145	0.3900668145
146	0.389577501
147	0.3889688348
148	0.3880500381
149	0.3876156783
150	0.3868287742
151	0.386564907
152	0.3857020826
153	0.3854614938
154	0.3848121045
155	0.3842129438
156	0.3830335432
157	0.3824864334
158	0.3820293998
159	0.3817276554
160	0.3809673965
161	0.3807287095
162	0.380330984
163	0.3795905956
164	0.3789063791
165	0.3785731886
166	0.3780658112
167	0.3775354034
168	0.3769630759
169	0.3765574146
170	0.3760174402
171	0.3756017205
172	0.375217337
173	0.3748519394
174	0.3745656938
175	0.3743903086
176	0.3742445371
177	0.3739539733
178	0.3737146285
179	0.3734064628
180	0.3728762427
181	0.3726518504
182	0.372313673
183	0.3714721178
184	0.3712800657
185	0.3707875338
186	0.3702777743
187	0.3700432342
188	0.3696787096
189	0.3685341339
190	0.3680128226
191	0.3672151191
192	0.3669497578
193	0.3658715235
194	0.365652728
195	0.3655940733
196	0.3652654446
197	0.3650020501
198	0.364339111
199	0.3640933535
200	0.3636733351
201	0.3633260555
202	0.3630034299
203	0.3628904382
204	0.3623388123
205	0.3617477588
206	0.3613909285
207	0.3607621643
208	0.3605817169
209	0.3604721689
210	0.3603181932
211	0.3599327114
212	0.3596663341
213	0.359195822
214	0.3590059431
215	0.3586857575
216	0.3583414862
217	0.357939207
218	0.3576925074
219	0.3571766429
220	0.3570754801
221	0.3563817568
222	0.3559046859
223	0.3555699116
224	0.3554390237
225	0.3552170537
226	0.3549697267
227	0.3544744671
228	0.3540319712
229	0.3536163466
230	0.353227769
231	0.3527476073
232	0.352618212
233	0.3523972377
234	0.3521070447
235	0.35191214
236	0.3516954305
237	0.3514668147
238	0.350967581
239	0.3504093382
240	0.35030628
241	0.3502156087
242	0.349953206
243	0.3494973676
244	0.3492019085
245	0.3489023103
246	0.3487010077
247	0.3484874019
248	0.3483669496
249	0.3480796025
250	0.3474191818
251	0.3469323556
252	0.3466324997
253	0.3463245685
254	0.3458329744
255	0.3454887297
256	0.3453956038
257	0.3452294402
258	0.3448510873
259	0.3444438055
260	0.3441959019
261	0.343858543
262	0.3432909738
263	0.3431788163
264	0.3427414126
265	0.3426126293
266	0.342423056
267	0.3422968312
268	0.3421472392
269	0.3419242638
270	0.3415261768
271	0.3414921053
272	0.3413230081
273	0.3410374241
274	0.3409412818
275	0.3405684981
276	0.340374189
277	0.3401974858
278	0.3400607046
279	0.3397314738
280	0.3395593362
281	0.339281645
282	0.3391708385
283	0.3387466091
284	0.3385418235
285	0.3382094534
286	0.3377338567
287	0.3375350673
288	0.3373323294
289	0.3371320273
290	0.3369427345
291	0.336859137
292	0.3365239616
293	0.3362096634
294	0.335854392
295	0.3357580117
296	0.3353063136
297	0.3352434931
298	0.3349453026
299	0.334574975
300	0.3343610969
301	0.3340619329
302	0.3336782628
303	0.3333730908
304	0.3332784863
305	0.3328460111
306	0.33238954
307	0.3322376953
308	0.3320736062
309	0.3319826427
310	0.331782195
311	0.331563985
312	0.331505276
313	0.3313104011
314	0.3311713425
315	0.3308165265
316	0.3305239174
317	0.3303213408
318	0.3297341968
319	0.3296813289
320	0.3294036138
321	0.3291229075
322	0.3289437831
323	0.3288662038
324	0.3285113211
325	0.3280365642
326	0.3276422339
327	0.327226152
328	0.3269950394
329	0.326876223
330	0.3267984259
331	0.3263309227
332	0.325827183
333	0.3255449746
334	0.3252280855
335	0.3249688696
336	0.324859753
337	0.3246616068
338	0.3242783171
339	0.3240859128
340	0.323964592
341	0.3238828619
342	0.3237879473
343	0.3236833218
344	0.3233390523
345	0.3230155553
346	0.322955328
347	0.3228482197
348	0.3225903872
349	0.3222655907
350	0.3218858032
351	0.3215417504
352	0.3213273384
353	0.3210579346
354	0.3209431388
355	0.3207969594
356	0.3203132509
357	0.3201852354
358	0.32011507
359	0.3196614254
360	0.3194726028
361	0.3193596164
362	0.3189738521
363	0.3188185001
364	0.3186781498
365	0.3185953943
366	0.3184750584
367	0.3183663946
368	0.3180367977
369	0.3179520476
370	0.3178362608
371	0.3176014667
372	0.3173804988
373	0.3172375037
374	0.3171264373
375	0.3169995519
376	0.3168474011
377	0.3166502447
378	0.3164818955
379	0.3163077476
380	0.3162628171
381	0.3161080286
382	0.3159034763
383	0.3157509231
384	0.3155215098
385	0.3154454875
386	0.3152499978
387	0.3151150185
388	0.314718467
389	0.3146238211
390	0.3143608802
391	0.314079015
392	0.314019528
393	0.3139556696
394	0.313904886
395	0.313724653
396	0.3136303755
397	0.3135203695
398	0.3132433032
399	0.3129649727
400	0.3128954575
401	0.3126961032
402	0.3124644862
403	0.3123060531
404	0.3119665096
405	0.3116045964
406	0.3113256576
407	0.3111040901
408	0.3108857984
409	0.3105381744
410	0.3101683576
411	0.310093129
412	0.3099614095
413	0.3096854524
414	0.3096205683
415	0.3094108621
416	0.3091735898
417	0.3089406238
418	0.3089253366
419	0.3086243037
420	0.3084746046
421	0.3082135235
422	0.307999897
423	0.3077484284
424	0.307562943
425	0.3074469356
426	0.3073306386
427	0.3071750131
428	0.3065098376
429	0.306359009
430	0.3062952323
431	0.3061262377
432	0.3060347945
433	0.3059226438
434	0.3058013769
435	0.3057540186
436	0.3056093269
437	0.3052933004
438	0.3050903888
439	0.3050202315
440	0.3049850853
441	0.3048961466
442	0.3046872133
443	0.3044646914
444	0.3041540102
445	0.3040872224
446	0.303966816
447	0.3039325142
448	0.3038137433
449	0.3037722486
450	0.303615792
451	0.3034689965
452	0.303279518
453	0.3030762463
454	0.3028102639
455	0.3027414126
456	0.3026594165
457	0.3023823025
458	0.3022408017
459	0.30193132
460	0.3018344895
461	0.3016268626
462	0.3014763494
463	0.3012871308
464	0.3012259826
465	0.3009998368
466	0.3008872835
467	0.3005921703
468	0.3004092762
469	0.3003240421
470	0.3000056555
471	0.2997065635
472	0.2995471566
473	0.2994527187
474	0.2994071054
475	0.2990295243
476	0.2990030177
477	0.2987326512
478	0.2985368703
479	0.2984794279
480	0.2983492543
481	0.2981197182
482	0.2980506587
483	0.2979450818
484	0.2976583658
485	0.2972794297
486	0.2969121196
487	0.2966085802
488	0.2963612736
489	0.2959047583
490	0.2958931847
491	0.2955765489
492	0.295518601
493	0.2952286563
494	0.2951507968
495	0.2950645272
496	0.2949886602
497	0.2948838925
498	0.2947899483
499	0.2945701412
500	0.294451829
501	0.2942896846
502	0.2940117625
503	0.2939246791
504	0.2937528563
505	0.2937061144
506	0.2935669162
507	0.2935283892
508	0.29310523
509	0.2928015359
510	0.2926438267
511	0.2925475316
512	0.2923459794
513	0.2922678139
514	0.2918349423
515	0.2916840411
516	0.2915798821
517	0.2914782149
518	0.2912815412
519	0.2912618624
520	0.291036181
521	0.2908618792
522	0.2906911741
523	0.2905468937
524	0.2903528144
525	0.2899378771
526	0.2895962201
527	0.2889398891
528	0.2886271921
529	0.2884722272
530	0.2884438986
531	0.2882979491
532	0.2880119516
533	0.2879319181
534	0.2878272109
535	0.2872533582
536	0.287077659
537	0.2866279776
538	0.2865057662
539	0.2864032989
540	0.2862489121
541	0.286248233
542	0.2861032886
543	0.2858057777
544	0.2854565813
545	0.2852219899
546	0.2851070843
547	0.2848682317
548	0.2847745794
549	0.2844591104
550	0.2841161624
551	0.2839852574
552	0.2836286029
553	0.2835159254
554	0.283266732
555	0.2829169577
556	0.2825865414
557	0.2824106286
558	0.2823085857
559	0.2822076822
560	0.2821527474
561	0.2820504297
562	0.28187904
563	0.2816422855
564	0.2812225685
565	0.2809933652
566	0.2807500599
567	0.2806347994
568	0.2805727374
569	0.2805340839
570	0.2803354088
571	0.2802220851
572	0.2800989597
573	0.2799903543
574	0.2796302995
575	0.2792604829
576	0.2792067551
577	0.2790056172
578	0.2787686871
579	0.2784935657
580	0.2782788092
581	0.2782415314
582	0.2781070469
583	0.2780149075
584	0.2779355145
585	0.2778485886
586	0.2776103366
587	0.2775902514
588	0.277272572
589	0.2772364708
590	0.2768965122
591	0.2768499635
592	0.2766611973
593	0.2765853492
594	0.2764136259
595	0.2762030454
596	0.2761451115
597	0.2759586274
598	0.2758287494
599	0.2755456339
600	0.2753105623
601	0.2752308409
602	0.2751390457
603	0.2750714842
604	0.2749912266
605	0.2748871342
606	0.2742957161
607	0.2741775063
608	0.2735405889
609	0.2730163332
610	0.2726332676
611	0.2724574937
612	0.2724008559
613	0.2722176276
614	0.2718150635
615	0.271585424
616	0.2714364579
617	0.2712482847
618	0.2711133759
619	0.2709407346
620	0.2708937306
621	0.2705894946
622	0.2705090263
623	0.2704912968
624	0.2702365066
625	0.2700136717
626	0.2698336392
627	0.2695627256
628	0.2695487761
629	0.2693279346
630	0.2692148037
631	0.2691427962
632	0.2689273614
633	0.2688670607
634	0.2686655658
635	0.2684388615
636	0.2682429385
637	0.268173036
638	0.2676942698
639	0.2676603432
640	0.2675391399
641	0.2673569369
642	0.2671211012
643	0.2669699453
644	0.2668502034
645	0.2668168013
646	0.2667947971
647	0.2666584552
648	0.2665145498
649	0.2664795169
650	0.2663860484
651	0.2663572206
652	0.2662533282
653	0.2660247567
654	0.2658089895
655	0.2657113702
656	0.2655112788
657	0.2653532988
658	0.2650156139
659	0.2647055293
660	0.2646502047
661	0.2642713497
662	0.2641478808
663	0.263974878
664	0.2639316695
665	0.2638107882
666	0.2634549542
667	0.2633698967
668	0.2630411663
669	0.2629490395
670	0.2625742729
671	0.2624788427
672	0.2621917156
673	0.2616429297
674	0.2615152508
675	0.2612563036
676	0.2609460136
677	0.2607856885
678	0.260686629
679	0.2604142069
680	0.260254117
681	0.2599400349
682	0.2599292774
683	0.2597024024
684	0.2595682161
685	0.2594771684
686	0.2593983166
687	0.2589791912
688	0.2581873254
689	0.2580561062
690	0.2577589216
691	0.2575916766
692	0.257539632
693	0.257141496
694	0.2570778528
695	0.2570202232
696	0.2568611326
697	0.2566932204
698	0.256519437
699	0.2564068189
700	0.2563938606
701	0.2563336954
702	0.256291445
703	0.2560336753
704	0.25593467
705	0.2555987526
706	0.2553256585
707	0.2550410355
708	0.2549160974
709	0.2547954856
710	0.2544540086
711	0.254174138
712	0.2541015099
713	0.2539912706
714	0.2537158509
715	0.2534853823
716	0.2534320891
717	0.2533921086
718	0.2533534378
719	0.2529905344
720	0.2527544091
721	0.2525420223
722	0.252276719
723	0.2521533335
724	0.2519977191
725	0.2518229598
726	0.2516398513
727	0.2513506879
728	0.2512411168
729	0.2509980441
730	0.2508066388
731	0.2503968924
732	0.2502698733
733	0.2501372396
734	0.2500143723
735	0.2493859622
736	0.2491908169
737	0.2488233066
738	0.2486160047
739	0.2482092471
740	0.2479388487
741	0.247819592
742	0.2477540317
743	0.247597509
744	0.2472485538
745	0.2470099843
746	0.2467514498
747	0.2466355832
748	0.2465296078
749	0.2463822506
750	0.2463011177
751	0.2461890979
752	0.2461058018
753	0.2459756403
754	0.2457770271
755	0.245751173
756	0.2453985891
757	0.2452869711
758	0.2450233361
759	0.2446704767
760	0.2442923957
761	0.2441713223
762	0.2441172563
763	0.2440436867
764	0.2439655833
765	0.2437526558
766	0.2435833285
767	0.2435609573
768	0.2434776294
769	0.2432155079
770	0.2428590549
771	0.2427713734
772	0.2425476568
773	0.2424528407
774	0.2423897488
775	0.2423430633
776	0.2422354384
777	0.242085328
778	0.2420506356
779	0.2415804399
780	0.2415127206
781	0.2412688728
782	0.2411955939
783	0.2411476725
784	0.2410691136
785	0.2409637648
786	0.2409089308
787	0.2408960991
788	0.2405588672
789	0.2400786616
790	0.2398759808
791	0.2398497233
792	0.2397050351
793	0.2395293349
794	0.2395011937
795	0.2394262785
796	0.2392645369
797	0.2392302371
798	0.2391287217
799	0.2387916235
800	0.2386800859
801	0.2385271239
802	0.2383899731
803	0.2383092999
804	0.2382239872
805	0.2381830961
806	0.2378043126
807	0.2377600612
808	0.2377276459
809	0.2374206073
810	0.2373106856
811	0.2370715781
812	0.2367773582
813	0.2366253175
814	0.2365228836
815	0.2364230749
816	0.2362635926
817	0.2360124605
818	0.2356763074
819	0.2356241978
820	0.2355832367
821	0.235471017
822	0.2354525404
823	0.2353820673
824	0.235339486
825	0.2351783982
826	0.2350993621
827	0.2349462549
828	0.2347775522
829	0.2347632069
830	0.2344929183
831	0.2343740533
832	0.234047227
833	0.2339305641
834	0.2338164498
835	0.2335165111
836	0.233434666
837	0.2332267263
838	0.2331563068
839	0.2327694676
840	0.2327202692
841	0.232581984
842	0.2325792039
843	0.2325278937
844	0.2322392177
845	0.2320340899
846	0.2320173348
847	0.2319716369
848	0.2319260302
849	0.2317802325
850	0.2316652765
851	0.2315136778
852	0.2313503496
853	0.231185238
854	0.231149129
855	0.2309536772
856	0.2308544599
857	0.2305826002
858	0.2304017859
859	0.2301689412
860	0.2297920612
861	0.2295557698
862	0.2292529706
863	0.2291785366
864	0.2289812372
865	0.2288559743
866	0.2287896018
867	0.2286869905
868	0.2285295964
869	0.228302426
870	0.2278861378
871	0.2278832162
872	0.2278323258
873	0.2272780103
874	0.2270500828
875	0.2269829126
876	0.2269263477
877	0.2268347144
878	0.2268168959
879	0.2266491027
880	0.2265872899
881	0.2263334924
882	0.2256818759
883	0.2256253964
884	0.2255693568
885	0.225477124
886	0.2253228758
887	0.2252999924
888	0.2252517105
889	0.22507207
890	0.2250281705
891	0.2250166585
892	0.224725386
893	0.2245162232
894	0.2243900237
895	0.2241756396
896	0.2241685543
897	0.2239944724
898	0.2238619742
899	0.2237113705
900	0.2236770009
901	0.2236266107
902	0.2234639788
903	0.2233379551
904	0.2232048528
905	0.2229299523
906	0.2223617521
907	0.2223029365
908	0.2222883677
909	0.2220099318
910	0.2219795387
911	0.2217161959
912	0.2215498802
913	0.2213410235
914	0.2211665488
915	0.2209734411
916	0.2207092977
917	0.2206264109
918	0.2205627963
919	0.2203046909
920	0.2201766014
921	0.2201656576
922	0.220146301
923	0.2201128263
924	0.2198609081
925	0.2198588713
926	0.2197183972
927	0.219665708
928	0.219363783
929	0.2192595747
930	0.2192201905
931	0.2191994087
932	0.219146469
933	0.2189514485
934	0.2188894767
935	0.2186406514
936	0.2186320808
937	0.2185837272
938	0.2184267366
939	0.2183849539
940	0.21812131
941	0.2180359412
942	0.2177269437
943	0.217555118
944	0.2174325647
945	0.2172016286
946	0.2168565678
947	0.2168451952
948	0.2168073904
949	0.216557001
950	0.2165024358
951	0.216058519
952	0.2159264045
953	0.2158788846
954	0.215796792
955	0.2156932344
956	0.2155464614
957	0.2154818548
958	0.2154482889
959	0.215375404
960	0.215255933
961	0.2152463851
962	0.2152088577
963	0.2151094039
964	0.2147862316
965	0.2147497463
966	0.2146446852
967	0.2145517097
968	0.2145300111
969	0.2143628339
970	0.2141860376
971	0.2141420983
972	0.2139767997
973	0.2137622094
974	0.2136777344
975	0.2135730095
976	0.2135140436
977	0.2131469178
978	0.2130770719
979	0.2130198671
980	0.2129016966
981	0.2124569008
982	0.2123329354
983	0.2122853335
984	0.2121559813
985	0.2120622107
986	0.2119985488
987	0.2119268423
988	0.211793087
989	0.211691499
990	0.211682831
991	0.2115268332
992	0.2109046874
993	0.2108568817
994	0.2106598158
995	0.2102859996
996	0.2102510929
997	0.2100950716
998	0.2100741056
999	0.209718987
